id,Line,Rating,Sail_month,Sail_year,Best_rating,Worse_rating,Ship,Count
11513,Msc,4,7-Dec,2012,Value for Money,Family & Children,MSC Divina,1
11514,Msc,5,7-Dec,2012, Dining, Fitness & Recreation,MSC Armonia,1
11515,Msc,4,7-Dec,2012,Shore Excursions,Family & Children,MSC Splendida,1
11517,Msc,5,10-Dec,2012, Public Rooms,Entertainment,MSC Lirica,1
11518,Msc,4,3-Dec,2012, Rates,Enrichment Activities,MSC Poesia,1
11519,Msc,3,6-Dec,2012, Public Rooms, Rates,MSC Armonia,1
11520,Msc,4,7-Dec,2012, Public Rooms,Family & Children,MSC Opera,1
11521,Msc,2,7-Dec,2012,Embarkation,Entertainment,MSC Opera,1
11522,Msc,2,11-Dec,2012, Embarkation, Shore Excursions,MSC Poesia,1
11523,Msc,5,7-Dec,2012, Cabin,Entertainment,MSC Splendida,1
11524,Msc,4,8-Dec,2012, Rates,Service,MSC Armonia,1
11525,Msc,5,7-Dec,2012, Dining, Cabin,MSC Splendida,1
11526,Msc,5,7-Dec,2012, Cabin,Fitness & Recreation,MSC Divina,1
11527,Msc,2,7-Dec,2012, Cabin,Value for Money,MSC Fantasia,1
11528,Msc,2,8-Dec,2012, Embarkation,Entertainment,MSC Divina,1
11529,Msc,4,7-Dec,2012,Embarkation,Enrichment Activities,MSC Divina,1
11530,Msc,4,7-Dec,2012, Rates,Service,MSC Divina,1
11531,Msc,5,6-Dec,2012,Value for Money,Fitness & Recreation,MSC Splendida,1
11532,Msc,3,8-Dec,2012, Dining,Enrichment Activities,MSC Divina,1
11533,Msc,5,8-Dec,2012, Cabin,Entertainment,MSC Splendida,1
11534,Msc,1,8-Dec,2012,Embarkation, Dining,MSC Fantasia,1
11535,Msc,4,8-Dec,2012, Cabin,Enrichment Activities,MSC Musica,1
11536,Msc,1,9-Dec,2012, Cabin, Service,MSC Musica,1
11537,Msc,4,9-Dec,2012, Cabin,Entertainment,MSC Opera,1
11538,Msc,5,9-Dec,2012, Public Rooms,Entertainment,MSC Fantasia,1
11539,Msc,5,9-Dec,2012, Cabin,Fitness & Recreation,MSC Splendida,1
11540,Msc,5,8-Dec,2012, Dining,Entertainment,MSC Divina,1
11541,Msc,5,9-Dec,2012, Entertainment,Service,MSC Armonia,1
11542,Msc,4,9-Dec,2012, Rates,Enrichment Activities,MSC Opera,1
11543,Msc,5,9-Dec,2012, Rates,Entertainment,MSC Splendida,1
11544,Msc,2,9-Dec,2012, Public Rooms,Service,MSC Divina,1
11545,Msc,2,9-Dec,2012,Cabin,Value for Money,MSC Divina,1
11546,Msc,5,9-Dec,2012,Value for Money, Fitness & Recreation,MSC Fantasia,1
11547,Msc,5,10-Dec,2012, Cabin,Value for Money,MSC Divina,1
11549,Msc,3,9-Dec,2012,Value for Money,Enrichment Activities,MSC Armonia,1
11550,Msc,3,9-Dec,2012,Rates,Enrichment Activities,MSC Musica,1
11551,Msc,4,9-Dec,2012, Cabin,Entertainment,MSC Splendida,1
11552,Msc,4,1-Dec,2012, Service, Dining,MSC Opera,1
11553,Msc,2,9-Dec,2012, Cabin, Shore Excursions,MSC Fantasia,1
11554,Msc,5,9-Dec,2012, Public Rooms,Entertainment,MSC Splendida,1
11555,Msc,5,10-Dec,2012, Fitness & Recreation, Dining,MSC Fantasia,1
11556,Msc,5,9-Dec,2012, Rates, Embarkation,MSC Divina,1
11557,Msc,3,9-Dec,2012, Shore Excursions,Service,MSC Divina,1
11558,Msc,5,11-Dec,2012, Service, Public Rooms,MSC Sinfonia,1
11559,Msc,5,10-Dec,2012,Value for Money,Entertainment,MSC Divina,1
11560,Msc,4,10-Dec,2012, Dining,Entertainment,MSC Orchestra,1
11561,Msc,3,11-Dec,2012, Public Rooms, Enrichment Activities,MSC Orchestra,1
11562,Msc,3,10-Dec,2012, Public Rooms,Rates,MSC Musica,1
11563,Msc,3,10-Dec,2012,Cabin, Embarkation,MSC Musica,1
11564,Msc,5,9-Dec,2012, Public Rooms,Entertainment,MSC Splendida,1
11565,Msc,5,10-Dec,2012, Rates,Enrichment Activities,MSC Armonia,1
11566,Msc,5,10-Dec,2012, Embarkation,Rates,MSC Divina,1
11567,Msc,4,11-Dec,2012, Public Rooms,Embarkation,MSC Splendida,1
11569,Msc,2,13-01,2013, Public Rooms, Enrichment Activities,MSC Lirica,1
11570,Msc,4,10-Dec,2012,Public Rooms,Service,MSC Musica,1
11571,Msc,4,10-Dec,2012,Dining,Shore Excursions,MSC Divina,1
11572,Msc,4,10-Dec,2012, Public Rooms,Embarkation,MSC Musica,1
11573,Msc,4,10-Dec,2012, Embarkation,Entertainment,MSC Fantasia,1
11574,Msc,2,10-Dec,2012, Rates,Service,MSC Fantasia,1
11575,Msc,4,10-Dec,2012, Service,Dining,MSC Divina,1
11576,Msc,4,8-Dec,2012, Entertainment, Dining,MSC Fantasia,1
11577,Msc,5,10-Dec,2012, Cabin,Embarkation,MSC Musica,1
11578,Msc,3,7-Dec,2012, Public Rooms,Dining,MSC Fantasia,1
11579,Msc,5,10-Dec,2012, Rates,Fitness & Recreation,MSC Armonia,1
11580,Msc,4,11-Dec,2012, Cabin,Enrichment Activities,MSC Divina,1
11581,Msc,1,11-Dec,2012,Service, Public Rooms,MSC Musica,1
11582,Msc,2,13-04,2013, Cabin,Dining,MSC Orchestra,1
11583,Msc,4,11-Dec,2012, Service,Embarkation,MSC Musica,1
11584,Msc,5,11-Dec,2012, Fitness & Recreation, Dining,MSC Divina,1
11585,Msc,4,10-Dec,2012, Service, Embarkation,MSC Armonia,1
11586,Msc,5,9-Dec,2012, Enrichment Activities, Dining,MSC Splendida,1
11587,Msc,3,11-Dec,2012,Embarkation, Fitness & Recreation,MSC Poesia,1
11588,Msc,5,12-Dec,2012,Service, Shore Excursions,MSC Poesia,1
11589,Msc,5,7-Dec,2012, Enrichment Activities, Cabin,MSC Splendida,1
11590,Msc,2,12-Dec,2012,Entertainment,Dining,MSC Poesia,1
11591,Msc,4,12-Dec,2012,Fitness & Recreation,Value for Money,MSC Poesia,1
11592,Msc,4,12-Dec,2012, Public Rooms,Dining,MSC Poesia,1
11593,Msc,5,13-04,2013, Embarkation, Public Rooms,MSC Magnifica,1
11594,Msc,4,12-Dec,2012,Cabin,Shore Excursions,MSC Divina,1
11595,Msc,4,13-02,2013,Embarkation, Shore Excursions,MSC Splendida,1
11596,Msc,2,12-Dec,2012,Cabin, Shore Excursions,MSC Poesia,1
11597,Msc,3,11-Dec,2012,Public Rooms,Dining,MSC Poesia,1
11598,Msc,4,12-Dec,2012, Cabin,Fitness & Recreation,MSC Sinfonia,1
11599,Msc,5,12-Dec,2012, Public Rooms,Dining,MSC Poesia,1
11600,Msc,1,13-01,2013,Cabin,Service,MSC Musica,1
11601,Msc,5,12-Dec,2012, Public Rooms,Entertainment,MSC Poesia,1
11602,Msc,3,12-Dec,2012, Public Rooms,Dining,MSC Poesia,1
11603,Msc,3,12-Dec,2012,Rates,Dining,MSC Poesia,1
11604,Msc,5,12-Dec,2012,Value for Money,Embarkation,MSC Poesia,1
11605,Msc,4,12-Dec,2012, Public Rooms, Cabin,MSC Poesia,1
11606,Msc,4,13-03,2013, Rates, Enrichment Activities,MSC Fantasia,1
11607,Msc,5,12-Dec,2012,Value for Money,Family & Children,MSC Poesia,1
11608,Msc,1,12-Dec,2012, Shore Excursions,Value for Money,MSC Opera,1
11609,Msc,3,12-Dec,2012, Cabin,Service,MSC Poesia,1
11610,Msc,5,12-Dec,2012,Value for Money,Family & Children,MSC Poesia,1
11611,Msc,2,12-Dec,2012,Cabin, Entertainment,MSC Poesia,1
11612,Msc,5,13-01,2013, Dining, Rates,MSC Poesia,1
11613,Msc,4,12-Dec,2012,Value for Money, Fitness & Recreation,MSC Divina,1
11614,Msc,5,13-01,2013, Fitness & Recreation, Enrichment Activities,MSC Divina,1
11615,Msc,5,10-Dec,2012,Service, Embarkation,MSC Armonia,1
11616,Msc,5,13-01,2013, Cabin,Entertainment,MSC Armonia,1
11617,Msc,5,13-02,2013,Value for Money,Enrichment Activities,MSC Opera,1
11618,Msc,5,13-01,2013, Cabin,Service,MSC Poesia,1
11619,Msc,1,11-Dec,2012, Public Rooms, Dining,MSC Divina,1
11620,Msc,3,13-04,2013,Public Rooms,Service,MSC Sinfonia,1
11621,Msc,5,13-01,2013, Fitness & Recreation,Shore Excursions,MSC Poesia,1
11622,Msc,4,13-01,2013, Embarkation,Shore Excursions,MSC Poesia,1
11623,Msc,2,13-01,2013,Shore Excursions,Value for Money,MSC Armonia,1
11624,Msc,5,13-01,2013, Embarkation, Public Rooms,MSC Poesia,1
11625,Msc,5,4-Dec,2012, Enrichment Activities,Shore Excursions,MSC Musica,1
11626,Msc,3,13-01,2013, Rates,Enrichment Activities,MSC Divina,1
11627,Msc,3,12-Dec,2012, Cabin,Dining,MSC Poesia,1
11628,Msc,5,2-Dec,2012, Cabin, Entertainment,MSC Poesia,1
11629,Msc,4,13-04,2013,Public Rooms,Shore Excursions,MSC Lirica,1
11630,Msc,3,13-02,2013,Value for Money, Public Rooms,MSC Armonia,1
11631,Msc,4,13-02,2013, Public Rooms,Shore Excursions,MSC Splendida,1
11632,Msc,4,12-Dec,2012, Public Rooms,Dining,MSC Poesia,1
11633,Msc,2,13-02,2013,Cabin,Entertainment,MSC Poesia,1
11634,Msc,5,13-02,2013, Rates,Value for Money,MSC Poesia,1
11635,Msc,3,13-03,2013,Service,Dining,MSC Armonia,1
11636,Msc,2,13-02,2013, Cabin, Dining,MSC Poesia,1
11637,Msc,5,13-01,2013,Value for Money,Family & Children,MSC Divina,1
11638,Msc,2,13-02,2013, Embarkation,Service,MSC Poesia,1
11639,Msc,3,13-01,2013, Cabin, Dining,MSC Poesia,1
11640,Msc,3,13-02,2013, Rates,Entertainment,MSC Poesia,1
11641,Msc,5,13-03,2013, Rates,Embarkation,MSC Opera,1
11642,Msc,5,13-02,2013, Dining,Enrichment Activities,MSC Divina,1
11643,Msc,5,13-02,2013,Value for Money,Dining,MSC Splendida,1
11644,Msc,3,13-02,2013, Public Rooms,Value for Money,MSC Splendida,1
11645,Msc,4,13-02,2013, Public Rooms,Dining,MSC Poesia,1
11646,Msc,4,13-03,2013, Public Rooms, Dining,MSC Poesia,1
11647,Msc,5,13-02,2013,Service, Embarkation,MSC Splendida,1
11648,Msc,3,13-03,2013, Cabin,Enrichment Activities,MSC Divina,1
11649,Msc,4,13-03,2013,Value for Money, Public Rooms,MSC Splendida,1
11650,Msc,5,13-03,2013, Public Rooms,Shore Excursions,MSC Poesia,1
11651,Msc,2,13-03,2013,Public Rooms,Service,MSC Poesia,1
11652,Msc,4,13-03,2013,Public Rooms,Embarkation,MSC Poesia,1
11653,Msc,3,13-03,2013, Shore Excursions,Cabin,MSC Armonia,1
11654,Msc,5,13-03,2013, Fitness & Recreation, Service,MSC Poesia,1
11655,Msc,3,13-03,2013, Cabin, Dining,MSC Fantasia,1
11656,Msc,5,11-Dec,2012, Public Rooms,Enrichment Activities,MSC Musica,1
11657,Msc,4,13-03,2013,Embarkation,Service,MSC Opera,1
11658,Msc,5,13-03,2013, Service,Embarkation,MSC Poesia,1
11659,Msc,5,13-04,2013, Rates, Public Rooms,MSC Poesia,1
11660,Msc,1,13-03,2013,Fitness & Recreation, Entertainment,MSC Fantasia,1
11661,Msc,3,13-03,2013, Public Rooms,Embarkation,MSC Poesia,1
11662,Msc,3,13-03,2013,Dining, Entertainment,MSC Poesia,1
11663,Msc,1,13-03,2013,Cabin,Value for Money,MSC Poesia,1
11664,Msc,4,13-03,2013, Public Rooms,Dining,MSC Fantasia,1
11665,Msc,1,13-03,2013,Entertainment, Enrichment Activities,MSC Poesia,1
11666,Msc,3,13-03,2013, Shore Excursions, Dining,MSC Divina,1
11667,Msc,4,13-03,2013,Cabin,Value for Money,MSC Divina,1
11668,Msc,5,13-03,2013, Dining, Cabin,MSC Preziosa,1
11669,Msc,3,13-03,2013,Entertainment,Value for Money,MSC Poesia,1
11670,Msc,5,13-03,2013, Entertainment,Dining,MSC Poesia,1
11671,Msc,4,13-04,2013,Service,Dining,MSC Divina,1
11672,Msc,2,13-03,2013,Entertainment,Fitness & Recreation,MSC Poesia,1
11673,Msc,5,13-04,2013, Public Rooms,Entertainment,MSC Opera,1
11674,Msc,5,13-03,2013,Value for Money, Enrichment Activities,MSC Poesia,1
11675,Msc,5,13-04,2013, Service, Dining,MSC Preziosa,1
11676,Msc,5,13-04,2013, Public Rooms, Embarkation,MSC Armonia,1
11677,Msc,4,13-04,2013, Cabin,Fitness & Recreation,MSC Splendida,1
11678,Msc,4,13-03,2013,Cabin,Dining,MSC Poesia,1
11679,Msc,4,13-04,2013, Cabin,Enrichment Activities,MSC Fantasia,1
11680,Msc,5,13-03,2013, Entertainment, Fitness & Recreation,MSC Poesia,1
11681,Msc,5,13-04,2013, Service,Entertainment,MSC Poesia,1
11682,Msc,5,13-04,2013, Dining, Dining,MSC Armonia,1
11683,Msc,5,13-04,2013, Rates,Entertainment,MSC Poesia,1
11684,Msc,5,13-06,2013, Enrichment Activities, Enrichment Activities,MSC Sinfonia,1
11685,Msc,5,13-04,2013,Value for Money,Shore Excursions,MSC Poesia,1
11686,Msc,4,3-Dec,2012, Dining,Enrichment Activities,MSC Poesia,1
11687,Msc,5,13-04,2013,Value for Money,Shore Excursions,MSC Poesia,1
11688,Msc,5,13-04,2013, Service, Shore Excursions,MSC Poesia,1
11689,Msc,4,13-04,2013, Public Rooms,Service,MSC Poesia,1
11690,Msc,3,13-04,2013, Public Rooms, Fitness & Recreation,MSC Poesia,1
11691,Msc,1,13-05,2013, Cabin, Entertainment,MSC Splendida,1
11692,Msc,1,13-04,2013, Public Rooms, Shore Excursions,MSC Divina,1
11693,Msc,5,13-04,2013,Value for Money,Service,MSC Poesia,1
11694,Msc,4,13-03,2013,Value for Money,Cabin,MSC Poesia,1
11695,Msc,2,13-04,2013,Rates, Dining,MSC Poesia,1
11696,Msc,5,13-04,2013, Rates,Dining,MSC Poesia,1
11697,Msc,3,13-03,2013, Dining, Enrichment Activities,MSC Magnifica,1
11698,Msc,5,13-04,2013, Dining,Enrichment Activities,MSC Orchestra,1
11699,Msc,3,13-05,2013, Dining,Enrichment Activities,MSC Opera,1
11700,Msc,5,13-04,2013, Cabin, Entertainment,MSC Poesia,1
11701,Msc,2,13-04,2013,Service,Rates,MSC Poesia,1
11702,Msc,1,13-04,2013,Public Rooms, Dining,MSC Poesia,1
11703,Msc,1,13-03,2013, Cabin, Dining,MSC Poesia,1
11704,Msc,4,13-03,2013, Cabin,Rates,MSC Preziosa,1
11705,Msc,4,13-04,2013,Embarkation,Service,MSC Poesia,1
11706,Msc,5,10-Oct,2010, Embarkation,Dining,MSC Fantasia,1
11707,Msc,1,13-07,2013, Cabin, Enrichment Activities,MSC Orchestra,1
11708,Msc,5,13-05,2013, Rates, Public Rooms,MSC Divina,1
11709,Msc,1,13-05,2013,Rates, Service,MSC Musica,1
11710,Msc,1,13-06,2013,Public Rooms, Rates,MSC Lirica,1
11711,Msc,5,13-05,2013,Value for Money,Entertainment,MSC Armonia,1
11712,Msc,5,13-04,2013,Embarkation,Value for Money,MSC Poesia,1
11713,Msc,4,13-05,2013,Public Rooms,Family & Children,MSC Preziosa,1
11714,Msc,5,13-03,2013, Enrichment Activities, Fitness & Recreation,MSC Poesia,1
11715,Msc,3,13-04,2013, Rates,Dining,MSC Preziosa,1
11716,Msc,5,11-Dec,2012, Cabin,Entertainment,MSC Poesia,1
11717,Msc,3,13-05,2013, Cabin,Dining,MSC Fantasia,1
11718,Msc,1,13-05,2013,Service,Value for Money,MSC Divina,1
11719,Msc,5,13-05,2013, Service,Cabin,MSC Fantasia,1
11720,Msc,5,13-06,2013, Service,Entertainment,MSC Armonia,1
11721,Msc,2,13-05,2013,Entertainment, Dining,MSC Divina,1
11722,Msc,1,13-05,2013, Cabin,Service,MSC Magnifica,1
11723,Msc,5,13-05,2013, Rates, Shore Excursions,MSC Fantasia,1
11724,Msc,4,13-06,2013,Cabin, Embarkation,MSC Splendida,1
11725,Msc,5,13-06,2013, Rates,Shore Excursions,MSC Divina,1
11726,Msc,2,13-05,2013,Cabin, Entertainment,MSC Fantasia,1
11727,Msc,5,13-05,2013, Cabin, Embarkation,MSC Magnifica,1
11728,Msc,2,13-05,2013,Entertainment, Fitness & Recreation,MSC Opera,1
11729,Msc,5,13-06,2013, Dining,Entertainment,MSC Preziosa,1
11730,Msc,5,13-06,2013, Public Rooms,Cabin,MSC Opera,1
11731,Msc,5,13-06,2013, Embarkation,Entertainment,MSC Fantasia,1
11732,Msc,3,13-07,2013,Service, Shore Excursions,MSC Lirica,1
11734,Msc,3,13-06,2013,Cabin,Embarkation,MSC Opera,1
11735,Msc,5,13-06,2013, Rates, Cabin,MSC Musica,1
11736,Msc,5,13-06,2013, Cabin,Shore Excursions,MSC Divina,1
11737,Msc,5,13-06,2013, Rates,Shore Excursions,MSC Divina,1
11738,Msc,3,13-06,2013, Public Rooms, Cabin,MSC Opera,1
11739,Msc,1,13-08,2013,Embarkation,Dining,MSC Musica,1
11740,Msc,5,13-06,2013, Enrichment Activities,Embarkation,MSC Opera,1
11741,Msc,5,13-06,2013, Public Rooms, Enrichment Activities,MSC Opera,1
11742,Msc,4,13-06,2013,Entertainment, Rates,MSC Fantasia,1
11743,Msc,5,13-10,2013, Cabin, Shore Excursions,MSC Sinfonia,1
11745,Msc,5,13-06,2013, Enrichment Activities, Enrichment Activities,MSC Fantasia,1
11746,Msc,5,13-06,2013, Embarkation, Public Rooms,MSC Opera,1
11747,Msc,1,13-08,2013,Embarkation,Value for Money,MSC Splendida,1
11748,Msc,5,13-06,2013, Cabin, Fitness & Recreation,MSC Fantasia,1
11749,Msc,5,13-06,2013, Entertainment,Enrichment Activities,MSC Preziosa,1
11750,Msc,5,13-06,2013,Entertainment,Embarkation,MSC Opera,1
11751,Msc,5,13-06,2013, Entertainment,Embarkation,MSC Opera,1
11752,Msc,5,13-07,2013, Service, Dining,MSC Opera,1
11753,Msc,5,13-06,2013, Rates, Service,MSC Divina,1
11754,Msc,4,13-07,2013, Rates, Shore Excursions,MSC Poesia,1
11755,Msc,3,13-06,2013, Public Rooms, Family & Children,MSC Divina,1
11756,Msc,5,13-06,2013, Fitness & Recreation,Embarkation,MSC Fantasia,1
11757,Msc,1,13-07,2013, Public Rooms, Entertainment,MSC Preziosa,1
11758,Msc,5,13-06,2013, Entertainment, Enrichment Activities,MSC Fantasia,1
11759,Msc,2,13-05,2013,Public Rooms, Entertainment,MSC Divina,1
11760,Msc,4,13-06,2013,Rates,Embarkation,MSC Divina,1
11761,Msc,3,13-06,2013,Cabin,Dining,MSC Divina,1
11762,Msc,2,13-05,2013, Cabin, Dining,MSC Magnifica,1
11763,Msc,5,13-06,2013, Service,Shore Excursions,MSC Divina,1
11764,Msc,3,13-06,2013,Public Rooms,Service,MSC Divina,1
11765,Msc,3,13-07,2013,Embarkation,Entertainment,MSC Divina,1
11766,Msc,5,13-08,2013,Value for Money,Shore Excursions,MSC Fantasia,1
11767,Msc,5,13-08,2013, Entertainment,Shore Excursions,MSC Magnifica,1
11768,Msc,5,13-07,2013, Cabin,Shore Excursions,MSC Armonia,1
11769,Msc,4,13-07,2013, Public Rooms,Family & Children,MSC Opera,1
11770,Msc,4,13-07,2013, Service,Embarkation,MSC Divina,1
11771,Msc,1,13-07,2013,Public Rooms, Embarkation,MSC Orchestra,1
11772,Msc,4,13-08,2013, Embarkation,Dining,MSC Lirica,1
11773,Msc,5,13-08,2013, Cabin,Family & Children,MSC Preziosa,1
11774,Msc,1,13-07,2013,Cabin, Entertainment,MSC Divina,1
11776,Msc,3,13-07,2013,Service,Shore Excursions,MSC Opera,1
11777,Msc,5,13-07,2013,Value for Money,Entertainment,MSC Armonia,1
11778,Msc,2,13-07,2013,Cabin, Enrichment Activities,MSC Divina,1
11779,Msc,4,13-07,2013, Enrichment Activities,Entertainment,MSC Opera,1
11780,Msc,3,13-08,2013,Value for Money,Embarkation,MSC Divina,1
11781,Msc,5,13-02,2013,Value for Money, Public Rooms,MSC Poesia,1
11782,Msc,4,13-07,2013, Cabin,Shore Excursions,MSC Opera,1
11783,Msc,4,13-08,2013,Embarkation, Family & Children,MSC Opera,1
11784,Msc,5,13-08,2013, Entertainment, Entertainment,MSC Orchestra,1
11785,Msc,5,13-08,2013,Value for Money,Entertainment,MSC Armonia,1
11786,Msc,5,13-08,2013,Value for Money, Enrichment Activities,MSC Fantasia,1
11787,Msc,4,13-08,2013, Public Rooms, Embarkation,MSC Divina,1
11788,Msc,4,13-09,2013, Service,Enrichment Activities,MSC Lirica,1
11789,Msc,4,13-08,2013,Service,Family & Children,MSC Opera,1
11790,Msc,5,13-07,2013,Value for Money, Family & Children,MSC Preziosa,1
11791,Msc,1,13-07,2013,Entertainment,Service,MSC Divina,1
11792,Msc,5,13-08,2013, Fitness & Recreation, Shore Excursions,MSC Opera,1
11793,Msc,2,13-07,2013,Embarkation, Rates,MSC Divina,1
11795,Msc,5,13-09,2013, Cabin,Embarkation,MSC Preziosa,1
11796,Msc,4,13-08,2013, Embarkation,Family & Children,MSC Opera,1
11797,Msc,1,13-09,2013,Public Rooms, Shore Excursions,MSC Musica,1
11798,Msc,5,13-08,2013, Embarkation, Cabin,MSC Armonia,1
11800,Msc,2,13-07,2013,Embarkation, Public Rooms,MSC Splendida,1
11801,Msc,5,13-08,2013, Embarkation,Enrichment Activities,MSC Fantasia,1
11802,Msc,5,13-09,2013,Value for Money,Embarkation,MSC Divina,1
11803,Msc,5,13-09,2013, Service,Entertainment,MSC Fantasia,1
11804,Msc,5,13-09,2013, Dining,Rates,MSC Splendida,1
11805,Msc,4,13-08,2013,Public Rooms, Entertainment,MSC Armonia,1
11806,Msc,2,13-08,2013,Cabin,Service,MSC Armonia,1
11807,Msc,3,13-10,2013, Public Rooms,Service,MSC Poesia,1
11808,Msc,5,13-08,2013, Service,Shore Excursions,MSC Opera,1
11809,Msc,5,13-08,2013,Value for Money, Family & Children,MSC Opera,1
11810,Msc,4,13-08,2013,Cabin, Public Rooms,MSC Armonia,1
11811,Msc,4,13-09,2013,Value for Money, Shore Excursions,MSC Opera,1
11812,Msc,4,13-09,2013, Cabin,Entertainment,MSC Armonia,1
11813,Msc,2,13-08,2013,Cabin,Service,MSC Orchestra,1
11814,Msc,5,13-10,2013, Dining,Embarkation,MSC Magnifica,1
11815,Msc,5,13-09,2013, Public Rooms, Dining,MSC Opera,1
11816,Msc,4,13-09,2013,Cabin, Dining,MSC Divina,1
11817,Msc,4,13-09,2013, Public Rooms,Entertainment,MSC Orchestra,1
11818,Msc,5,13-08,2013, Embarkation, Embarkation,MSC Splendida,1
11819,Msc,5,13-10,2013,Value for Money, Shore Excursions,MSC Orchestra,1
11820,Msc,5,13-09,2013, Cabin, Rates,MSC Divina,1
11821,Msc,5,13-10,2013, Embarkation, Family & Children,MSC Lirica,1
11822,Msc,3,13-08,2013, Cabin,Embarkation,MSC Divina,1
11823,Msc,3,13-09,2013, Public Rooms, Dining,MSC Armonia,1
11824,Msc,2,13-10,2013,Cabin, Shore Excursions,MSC Opera,1
11825,Msc,4,13-09,2013, Cabin,Service,MSC Preziosa,1
11828,Msc,4,13-09,2013, Cabin,Entertainment,MSC Fantasia,1
11829,Msc,3,13-08,2013, Cabin,Enrichment Activities,MSC Musica,1
11830,Msc,5,13-10,2013,Value for Money, Fitness & Recreation,MSC Preziosa,1
11831,Msc,1,13-09,2013,Embarkation,Value for Money,MSC Musica,1
11833,Msc,2,13-10,2013,Cabin, Enrichment Activities,MSC Armonia,1
11834,Msc,4,13-10,2013, Cabin,Shore Excursions,MSC Fantasia,1
11835,Msc,5,13-10,2013, Public Rooms,Shore Excursions,MSC Splendida,1
11836,Msc,1,13-10,2013,Cabin, Service,MSC Fantasia,1
11837,Msc,3,13-10,2013, Fitness & Recreation, Family & Children,MSC Divina,1
11838,Msc,5,13-10,2013, Cabin,Shore Excursions,MSC Splendida,1
11839,Msc,5,13-10,2013, Public Rooms,Enrichment Activities,MSC Splendida,1
11840,Msc,1,13-09,2013,Cabin,Service,MSC Armonia,1
11841,Msc,4,13-10,2013, Cabin,Family & Children,MSC Divina,1
11842,Msc,5,13-10,2013, Enrichment Activities, Entertainment,MSC Fantasia,1
11843,Msc,5,13-10,2013, Cabin,Shore Excursions,MSC Armonia,1
11844,Msc,5,13-10,2013,Value for Money,Family & Children,MSC Magnifica,1
11845,Msc,5,13-11,2013, Service, Public Rooms,MSC Preziosa,1
11846,Msc,4,13-12,2013, Public Rooms,Embarkation,MSC Musica,1
11847,Msc,2,13-10,2013, Embarkation, Shore Excursions,MSC Divina,1
11848,Msc,5,13-09,2013,Value for Money,Embarkation,MSC Lirica,1
11849,Msc,5,13-09,2013, Dining,Embarkation,MSC Divina,1
11850,Msc,4,13-11,2013,Entertainment,Embarkation,MSC Sinfonia,1
11851,Msc,4,13-10,2013,Value for Money,Embarkation,MSC Divina,1
11852,Msc,2,13-11,2013, Cabin, Dining,MSC Divina,1
11853,Msc,5,13-09,2013, Enrichment Activities,Shore Excursions,MSC Poesia,1
11855,Msc,1,13-10,2013, Cabin,Entertainment,MSC Lirica,1
11856,Msc,5,13-10,2013, Public Rooms, Public Rooms,MSC Magnifica,1
11857,Msc,5,13-10,2013, Fitness & Recreation,Dining,MSC Magnifica,1
11858,Msc,3,13-10,2013, Embarkation,Dining,MSC Poesia,1
11859,Msc,4,13-11,2013, Entertainment,Dining,MSC Splendida,1
11860,Msc,3,13-09,2013,Entertainment,Dining,MSC Armonia,1
11861,Msc,4,13-10,2013, Public Rooms,Embarkation,MSC Opera,1
11862,Msc,1,13-11,2013,Cabin, Enrichment Activities,MSC Armonia,1
11863,Msc,5,13-10,2013, Cabin,Enrichment Activities,MSC Lirica,1
11864,Msc,1,13-11,2013, Cabin,Dining,MSC Armonia,1
11865,Msc,2,13-12,2013,Entertainment, Enrichment Activities,MSC Poesia,1
11866,Msc,5,13-10,2013, Enrichment Activities,Embarkation,MSC Orchestra,1
11867,Msc,2,13-11,2013, Public Rooms,Dining,MSC Divina,1
11868,Msc,4,13-11,2013,Value for Money,Entertainment,MSC Lirica,1
11869,Msc,5,13-11,2013, Dining, Public Rooms,MSC Opera,1
11870,Msc,3,13-11,2013,Service,Dining,MSC Divina,1
11871,Msc,4,13-11,2013, Fitness & Recreation,Embarkation,MSC Divina,1
11872,Msc,1,13-11,2013, Cabin, Service,MSC Armonia,1
11873,Msc,4,13-10,2013, Dining,Embarkation,MSC Armonia,1
11874,Msc,3,13-11,2013,Fitness & Recreation, Dining,MSC Divina,1
11875,Msc,4,13-11,2013, Fitness & Recreation,Service,MSC Divina,1
11876,Msc,5,13-11,2013, Embarkation, Embarkation,MSC Divina,1
11877,Msc,5,13-11,2013, Service,Entertainment,MSC Divina,1
11878,Msc,5,13-11,2013, Service,Entertainment,MSC Preziosa,1
11879,Msc,4,13-11,2013,Service,Enrichment Activities,MSC Armonia,1
11880,Msc,3,13-11,2013, Cabin,Fitness & Recreation,MSC Lirica,1
11881,Msc,2,13-11,2013,Entertainment,Embarkation,MSC Divina,1
11882,Msc,3,13-12,2013,Cabin,Dining,MSC Lirica,1
11883,Msc,3,13-11,2013,Service,Enrichment Activities,MSC Divina,1
11885,Msc,5,13-11,2013, Entertainment,Fitness & Recreation,MSC Divina,1
11886,Msc,3,13-11,2013, Entertainment,Dining,MSC Divina,1
11887,Msc,5,13-11,2013, Service,Family & Children,MSC Divina,1
11888,Msc,2,13-11,2013, Shore Excursions, Dining,MSC Divina,1
11889,Msc,5,13-11,2013, Entertainment, Fitness & Recreation,MSC Splendida,1
11890,Msc,3,13-11,2013,Entertainment,Dining,MSC Divina,1
